Key,Chord_Progression,ChordName,Voicing,Emotion,Scale,File_Path
F#,IVm7-bVII7-Imaj7,Bm7-E7-F#maj7,Drop 2,Victorious,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropTwo/F#:Gb.mid
F,IVm7-bVII7-Imaj7,Bbm7-Eb7-Fmaj7,Drop 2,soft,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropTwo/F:E#.mid
Ab,IVm7-bVII7-Imaj7,Dbm7-F#7-Abmaj7,Drop 2,Epic,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropTwo/G#:Ab.mid
G,IVm7-bVII7-Imaj7,Cm7-F7-Gmaj7,Drop 2,Fantasy,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropTwo/G.mid
Bb,IVm7-bVII7-Imaj7,Ebm7-Ab7-Bbmaj7,Drop 2+4,Joyful,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropTwoFour/A#:Bb.mid
A,IVm7-bVII7-Imaj7,Dm7-G7-Amaj7,Drop 2+4,Joyful,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropTwoFour/A.mid
B,IVm7-bVII7-Imaj7,Em7-A7-Bmaj7,Drop 2+4,Fantasy,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropTwoFour/B:Cb.mid
Db,IVm7-bVII7-Imaj7,F#m7-B7-Dbmaj7,Drop 2+4,Depressive,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropTwoFour/C#:Db.mid
C,IVm7-bVII7-Imaj7,Fm7-Bb7-Cmaj7,Drop 2+4,Joyful,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropTwoFour/C:B#.mid
Eb,IVm7-bVII7-Imaj7,Abm7-Db7-Ebmaj7,Drop 2+4,Love,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropTwoFour/D#:Eb.mid
D,IVm7-bVII7-Imaj7,Gm7-C7-Dmaj7,Drop 2+4,Delicate,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropTwoFour/D.mid
E,IVm7-bVII7-Imaj7,Am7-D7-Emaj7,Drop 2+4,Vital,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropTwoFour/E:Fb.mid
F#,IVm7-bVII7-Imaj7,Bm7-E7-F#maj7,Drop 2+4,Victorious,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropTwoFour/F#:Gb.mid
F,IVm7-bVII7-Imaj7,Bbm7-Eb7-Fmaj7,Drop 2+4,soft,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropTwoFour/F:E#.mid
Ab,IVm7-bVII7-Imaj7,Dbm7-F#7-Abmaj7,Drop 2+4,Epic,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropTwoFour/G#:Ab.mid
G,IVm7-bVII7-Imaj7,Cm7-F7-Gmaj7,Drop 2+4,Fantasy,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropTwoFour/G.mid
Bb,IVm7-bVII7-Imaj7,Ebm7-Ab7-Bbmaj7,Drop 3,Joyful,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropThree/A#:Bb.mid
A,IVm7-bVII7-Imaj7,Dm7-G7-Amaj7,Drop 3,Joyful,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropThree/A.mid
B,IVm7-bVII7-Imaj7,Em7-A7-Bmaj7,Drop 3,Fantasy,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropThree/B:Cb.mid
Db,IVm7-bVII7-Imaj7,F#m7-B7-Dbmaj7,Drop 3,Depressive,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropThree/C#:Db.mid
C,IVm7-bVII7-Imaj7,Fm7-Bb7-Cmaj7,Drop 3,Joyful,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropThree/C:B#.mid
Eb,IVm7-bVII7-Imaj7,Abm7-Db7-Ebmaj7,Drop 3,Love,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropThree/D#:Eb.mid
D,IVm7-bVII7-Imaj7,Gm7-C7-Dmaj7,Drop 3,Delicate,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropThree/D.mid
E,IVm7-bVII7-Imaj7,Am7-D7-Emaj7,Drop 3,Vital,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropThree/E:Fb.mid
F#,IVm7-bVII7-Imaj7,Bm7-E7-F#maj7,Drop 3,Victorious,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropThree/F#:Gb.mid
F,IVm7-bVII7-Imaj7,Bbm7-Eb7-Fmaj7,Drop 3,soft,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropThree/F:E#.mid
Ab,IVm7-bVII7-Imaj7,Dbm7-F#7-Abmaj7,Drop 3,Epic,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropThree/G#:Ab.mid
G,IVm7-bVII7-Imaj7,Cm7-F7-Gmaj7,Drop 3,Fantasy,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropThree/G.mid
Bb,IVmaj7-IVm6-Imaj7,Ebmaj7-Ebm6-Bbmaj7,Four-Way Close,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/FourWayClose/A#:Bb.mid
A,IVmaj7-IVm6-Imaj7,Dmaj7-Dm6-Amaj7,Four-Way Close,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/FourWayClose/A.mid
B,IVmaj7-IVm6-Imaj7,Emaj7-Em6-Bmaj7,Four-Way Close,Fantasy,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/FourWayClose/B:Cb.mid
Db,IVmaj7-IVm6-Imaj7,F#maj7-F#m6-Dbmaj7,Four-Way Close,Depressive,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/FourWayClose/C#:Db.mid
C,IVmaj7-IVm6-Imaj7,Fmaj7-Fm6-Cmaj7,Four-Way Close,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/FourWayClose/C:B#.mid
Eb,IVmaj7-IVm6-Imaj7,Abmaj7-Abm6-Ebmaj7,Four-Way Close,Love,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/FourWayClose/D#:Eb.mid
D,IVmaj7-IVm6-Imaj7,Gmaj7-Gm6-Dmaj7,Four-Way Close,Delicate,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/FourWayClose/D.mid
E,IVmaj7-IVm6-Imaj7,Amaj7-Am6-Emaj7,Four-Way Close,Vital,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/FourWayClose/E:Fb.mid
F#,IVmaj7-IVm6-Imaj7,Bmaj7-Bm6-F#maj7,Four-Way Close,Victorious,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/FourWayClose/F#:Gb.mid
F,IVmaj7-IVm6-Imaj7,Bbmaj7-Bbm6-Fmaj7,Four-Way Close,soft,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/FourWayClose/F:E#.mid
Ab,IVmaj7-IVm6-Imaj7,Dbmaj7-Dbm6-Abmaj7,Four-Way Close,Epic,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/FourWayClose/G#:Ab.mid
G,IVmaj7-IVm6-Imaj7,Cmaj7-Cm6-Gmaj7,Four-Way Close,Fantasy,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/FourWayClose/G.mid
Bb,IVmaj7-IVm6-Imaj7,Ebmaj7-Ebm6-Bbmaj7,Drop 2,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropTwo/A#:Bb.mid
A,IVmaj7-IVm6-Imaj7,Dmaj7-Dm6-Amaj7,Drop 2,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropTwo/A.mid
B,IVmaj7-IVm6-Imaj7,Emaj7-Em6-Bmaj7,Drop 2,Fantasy,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropTwo/B:Cb.mid
Db,IVmaj7-IVm6-Imaj7,F#maj7-F#m6-Dbmaj7,Drop 2,Depressive,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropTwo/C#:Db.mid
C,IVmaj7-IVm6-Imaj7,Fmaj7-Fm6-Cmaj7,Drop 2,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropTwo/C:B#.mid
Eb,IVmaj7-IVm6-Imaj7,Abmaj7-Abm6-Ebmaj7,Drop 2,Love,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropTwo/D#:Eb.mid
D,IVmaj7-IVm6-Imaj7,Gmaj7-Gm6-Dmaj7,Drop 2,Delicate,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropTwo/D.mid
E,IVmaj7-IVm6-Imaj7,Amaj7-Am6-Emaj7,Drop 2,Vital,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropTwo/E:Fb.mid
F#,IVmaj7-IVm6-Imaj7,Bmaj7-Bm6-F#maj7,Drop 2,Victorious,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropTwo/F#:Gb.mid
F,IVmaj7-IVm6-Imaj7,Bbmaj7-Bbm6-Fmaj7,Drop 2,soft,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropTwo/F:E#.mid
Ab,IVmaj7-IVm6-Imaj7,Dbmaj7-Dbm6-Abmaj7,Drop 2,Epic,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropTwo/G#:Ab.mid
G,IVmaj7-IVm6-Imaj7,Cmaj7-Cm6-Gmaj7,Drop 2,Fantasy,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropTwo/G.mid
Bb,IVmaj7-IVm6-Imaj7,Ebmaj7-Ebm6-Bbmaj7,Drop 2+4,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropTwoFour/A#:Bb.mid
A,IVmaj7-IVm6-Imaj7,Dmaj7-Dm6-Amaj7,Drop 2+4,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropTwoFour/A.mid
B,IVmaj7-IVm6-Imaj7,Emaj7-Em6-Bmaj7,Drop 2+4,Fantasy,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropTwoFour/B:Cb.mid
Db,IVmaj7-IVm6-Imaj7,F#maj7-F#m6-Dbmaj7,Drop 2+4,Depressive,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropTwoFour/C#:Db.mid
C,IVmaj7-IVm6-Imaj7,Fmaj7-Fm6-Cmaj7,Drop 2+4,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropTwoFour/C:B#.mid
Eb,IVmaj7-IVm6-Imaj7,Abmaj7-Abm6-Ebmaj7,Drop 2+4,Love,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropTwoFour/D#:Eb.mid
D,IVmaj7-IVm6-Imaj7,Gmaj7-Gm6-Dmaj7,Drop 2+4,Delicate,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropTwoFour/D.mid
E,IVmaj7-IVm6-Imaj7,Amaj7-Am6-Emaj7,Drop 2+4,Vital,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropTwoFour/E:Fb.mid
F#,IVmaj7-IVm6-Imaj7,Bmaj7-Bm6-F#maj7,Drop 2+4,Victorious,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropTwoFour/F#:Gb.mid
F,IVmaj7-IVm6-Imaj7,Bbmaj7-Bbm6-Fmaj7,Drop 2+4,soft,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropTwoFour/F:E#.mid
Ab,IVmaj7-IVm6-Imaj7,Dbmaj7-Dbm6-Abmaj7,Drop 2+4,Epic,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropTwoFour/G#:Ab.mid
G,IVmaj7-IVm6-Imaj7,Cmaj7-Cm6-Gmaj7,Drop 2+4,Fantasy,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropTwoFour/G.mid
Bb,IVmaj7-IVm6-Imaj7,Ebmaj7-Ebm6-Bbmaj7,Drop 3,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropThree/A#:Bb.mid
A,IVmaj7-IVm6-Imaj7,Dmaj7-Dm6-Amaj7,Drop 3,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropThree/A.mid
B,IVmaj7-IVm6-Imaj7,Emaj7-Em6-Bmaj7,Drop 3,Fantasy,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropThree/B:Cb.mid
Db,IVmaj7-IVm6-Imaj7,F#maj7-F#m6-Dbmaj7,Drop 3,Depressive,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropThree/C#:Db.mid
C,IVmaj7-IVm6-Imaj7,Fmaj7-Fm6-Cmaj7,Drop 3,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropThree/C:B#.mid
Eb,IVmaj7-IVm6-Imaj7,Abmaj7-Abm6-Ebmaj7,Drop 3,Love,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropThree/D#:Eb.mid
D,IVmaj7-IVm6-Imaj7,Gmaj7-Gm6-Dmaj7,Drop 3,Delicate,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropThree/D.mid
E,IVmaj7-IVm6-Imaj7,Amaj7-Am6-Emaj7,Drop 3,Vital,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropThree/E:Fb.mid
F#,IVmaj7-IVm6-Imaj7,Bmaj7-Bm6-F#maj7,Drop 3,Victorious,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropThree/F#:Gb.mid
F,IVmaj7-IVm6-Imaj7,Bbmaj7-Bbm6-Fmaj7,Drop 3,soft,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropThree/F:E#.mid
Ab,IVmaj7-IVm6-Imaj7,Dbmaj7-Dbm6-Abmaj7,Drop 3,Epic,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropThree/G#:Ab.mid
G,IVmaj7-IVm6-Imaj7,Cmaj7-Cm6-Gmaj7,Drop 3,Fantasy,Ionian,Dataset/Fundamental_progression/IVmaj7 - IVm6 - Imaj7/DropThree/G.mid
Bb,IVmaj7-Imaj7,Ebmaj7-Bbmaj7,Four-Way Close,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/FourWayClose/A#:Bb.mid
A,IVmaj7-Imaj7,Dmaj7-Amaj7,Four-Way Close,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/FourWayClose/A.mid
B,IVmaj7-Imaj7,Emaj7-Bmaj7,Four-Way Close,Fantasy,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/FourWayClose/B:Cb.mid
Db,IVmaj7-Imaj7,F#maj7-Dbmaj7,Four-Way Close,Depressive,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/FourWayClose/C#:Db.mid
C,IVmaj7-Imaj7,Fmaj7-Cmaj7,Four-Way Close,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/FourWayClose/C:B#.mid
Eb,IVmaj7-Imaj7,Abmaj7-Ebmaj7,Four-Way Close,Love,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/FourWayClose/D#:Eb.mid
D,IVmaj7-Imaj7,Gmaj7-Dmaj7,Four-Way Close,Delicate,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/FourWayClose/D.mid
E,IVmaj7-Imaj7,Amaj7-Emaj7,Four-Way Close,Vital,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/FourWayClose/E:Fb.mid
F#,IVmaj7-Imaj7,Bmaj7-F#maj7,Four-Way Close,Victorious,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/FourWayClose/F#:Gb.mid
F,IVmaj7-Imaj7,Bbmaj7-Fmaj7,Four-Way Close,soft,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/FourWayClose/F:E#.mid
Ab,IVmaj7-Imaj7,Dbmaj7-Abmaj7,Four-Way Close,Epic,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/FourWayClose/G#:Ab.mid
G,IVmaj7-Imaj7,Cmaj7-Gmaj7,Four-Way Close,Fantasy,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/FourWayClose/G.mid
Bb,IVmaj7-Imaj7,Ebmaj7-Bbmaj7,Drop 2,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropTwo/A#:Bb.mid
A,IVmaj7-Imaj7,Dmaj7-Amaj7,Drop 2,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropTwo/A.mid
B,IVmaj7-Imaj7,Emaj7-Bmaj7,Drop 2,Fantasy,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropTwo/B:Cb.mid
Db,IVmaj7-Imaj7,F#maj7-Dbmaj7,Drop 2,Depressive,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropTwo/C#:Db.mid
C,IVmaj7-Imaj7,Fmaj7-Cmaj7,Drop 2,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropTwo/C:B#.mid
Eb,IVmaj7-Imaj7,Abmaj7-Ebmaj7,Drop 2,Love,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropTwo/D#:Eb.mid
D,IVmaj7-Imaj7,Gmaj7-Dmaj7,Drop 2,Delicate,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropTwo/D.mid
E,IVmaj7-Imaj7,Amaj7-Emaj7,Drop 2,Vital,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropTwo/E:Fb.mid
F#,IVmaj7-Imaj7,Bmaj7-F#maj7,Drop 2,Victorious,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropTwo/F#:Gb.mid
F,IVmaj7-Imaj7,Bbmaj7-Fmaj7,Drop 2,soft,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropTwo/F:E#.mid
Ab,IVmaj7-Imaj7,Dbmaj7-Abmaj7,Drop 2,Epic,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropTwo/G#:Ab.mid
G,IVmaj7-Imaj7,Cmaj7-Gmaj7,Drop 2,Fantasy,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropTwo/G.mid
Bb,IVmaj7-Imaj7,Ebmaj7-Bbmaj7,Drop 2+4,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropTwoFour/A#:Bb.mid
A,IVmaj7-Imaj7,Dmaj7-Amaj7,Drop 2+4,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropTwoFour/A.mid
B,IVmaj7-Imaj7,Emaj7-Bmaj7,Drop 2+4,Fantasy,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropTwoFour/B:Cb.mid
Db,IVmaj7-Imaj7,F#maj7-Dbmaj7,Drop 2+4,Depressive,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropTwoFour/C#:Db.mid
C,IVmaj7-Imaj7,Fmaj7-Cmaj7,Drop 2+4,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropTwoFour/C:B#.mid
Eb,IVmaj7-Imaj7,Abmaj7-Ebmaj7,Drop 2+4,Love,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropTwoFour/D#:Eb.mid
D,IVmaj7-Imaj7,Gmaj7-Dmaj7,Drop 2+4,Delicate,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropTwoFour/D.mid
E,IVmaj7-Imaj7,Amaj7-Emaj7,Drop 2+4,Vital,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropTwoFour/E:Fb.mid
F#,IVmaj7-Imaj7,Bmaj7-F#maj7,Drop 2+4,Victorious,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropTwoFour/F#:Gb.mid
F,IVmaj7-Imaj7,Bbmaj7-Fmaj7,Drop 2+4,soft,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropTwoFour/F:E#.mid
Ab,IVmaj7-Imaj7,Dbmaj7-Abmaj7,Drop 2+4,Epic,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropTwoFour/G#:Ab.mid
G,IVmaj7-Imaj7,Cmaj7-Gmaj7,Drop 2+4,Fantasy,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropTwoFour/G.mid
Bb,IVmaj7-Imaj7,Ebmaj7-Bbmaj7,Drop 3,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropThree/A#:Bb.mid
A,IVmaj7-Imaj7,Dmaj7-Amaj7,Drop 3,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropThree/A.mid
B,IVmaj7-Imaj7,Emaj7-Bmaj7,Drop 3,Fantasy,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropThree/B:Cb.mid
Db,IVmaj7-Imaj7,F#maj7-Dbmaj7,Drop 3,Depressive,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropThree/C#:Db.mid
C,IVmaj7-Imaj7,Fmaj7-Cmaj7,Drop 3,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropThree/C:B#.mid
Eb,IVmaj7-Imaj7,Abmaj7-Ebmaj7,Drop 3,Love,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropThree/D#:Eb.mid
D,IVmaj7-Imaj7,Gmaj7-Dmaj7,Drop 3,Delicate,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropThree/D.mid
E,IVmaj7-Imaj7,Amaj7-Emaj7,Drop 3,Vital,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropThree/E:Fb.mid
F#,IVmaj7-Imaj7,Bmaj7-F#maj7,Drop 3,Victorious,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropThree/F#:Gb.mid
F,IVmaj7-Imaj7,Bbmaj7-Fmaj7,Drop 3,soft,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropThree/F:E#.mid
Ab,IVmaj7-Imaj7,Dbmaj7-Abmaj7,Drop 3,Epic,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropThree/G#:Ab.mid
G,IVmaj7-Imaj7,Cmaj7-Gmaj7,Drop 3,Fantasy,Ionian,Dataset/Fundamental_progression/IVmaj7-Imaj7/DropThree/G.mid
A,IVmaj7-V7-Imaj7,Dmaj7-E7-Amaj7,Four-Way Close,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/FourWayClose/A.mid
Ab,IVmaj7-V7-Imaj7,Dbmaj7-Eb7-Abmaj7,Four-Way Close,Epic,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/FourWayClose/Ab:G#.mid
B,IVmaj7-V7-Imaj7,Emaj7-F#7-Bmaj7,Four-Way Close,Fantasy,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/FourWayClose/B:Cb.mid
Bb,IVmaj7-V7-Imaj7,Ebmaj7-F7-Bbmaj7,Four-Way Close,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/FourWayClose/Bb:A#.mid
Db,IVmaj7-V7-Imaj7,F#maj7-Ab7-Dbmaj7,Four-Way Close,Depressive,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/FourWayClose/C#:Db.mid
C,IVmaj7-V7-Imaj7,Fmaj7-G7-Cmaj7,Four-Way Close,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/FourWayClose/C:B#.mid
D,IVmaj7-V7-Imaj7,Gmaj7-A7-Dmaj7,Four-Way Close,Delicate,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/FourWayClose/D.mid
E,IVmaj7-V7-Imaj7,Amaj7-B7-Emaj7,Four-Way Close,Vital,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/FourWayClose/E:Fb.mid
Eb,IVmaj7-V7-Imaj7,Abmaj7-Bb7-Ebmaj7,Four-Way Close,Love,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/FourWayClose/Eb:D#.mid
F,IVmaj7-V7-Imaj7,Bbmaj7-C7-Fmaj7,Four-Way Close,soft,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/FourWayClose/F:E#.mid
G,IVmaj7-V7-Imaj7,Cmaj7-D7-Gmaj7,Four-Way Close,Fantasy,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/FourWayClose/G.mid
F#,IVmaj7-V7-Imaj7,Bmaj7-Db7-F#maj7,Four-Way Close,Victorious,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/FourWayClose/Gb:F#.mid
Bb,IVmaj7-V7-Imaj7,Ebmaj7-F7-Bbmaj7,Drop 2,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropTwo/A#:Bb.mid
A,IVmaj7-V7-Imaj7,Dmaj7-E7-Amaj7,Drop 2,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropTwo/A.mid
B,IVmaj7-V7-Imaj7,Emaj7-F#7-Bmaj7,Drop 2,Fantasy,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropTwo/B:Cb.mid
Db,IVmaj7-V7-Imaj7,F#maj7-Ab7-Dbmaj7,Drop 2,Depressive,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropTwo/C#:Db.mid
C,IVmaj7-V7-Imaj7,Fmaj7-G7-Cmaj7,Drop 2,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropTwo/C:B#.mid
Eb,IVmaj7-V7-Imaj7,Abmaj7-Bb7-Ebmaj7,Drop 2,Love,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropTwo/D#:Eb.mid
D,IVmaj7-V7-Imaj7,Gmaj7-A7-Dmaj7,Drop 2,Delicate,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropTwo/D.mid
E,IVmaj7-V7-Imaj7,Amaj7-B7-Emaj7,Drop 2,Vital,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropTwo/E:Fb.mid
